video_id,segment_id,sentence,predicted_label,review_reason
ffhliBglDhY,4,remove the bread from the pan and add the remaining pita bread to the pan,Cook-Heat,Margin below manual review threshold.
nfO0YS2dSdw,2,put some diced celery and minced garlic and stir,Season,Margin below manual review threshold.
nfO0YS2dSdw,4,add cubed potatoes mix it well and let it simmer,Mix,Low margin and multiple action groups detected: Mix|Cook-Heat
nfO0YS2dSdw,7,add fresh lemon zest and stir it,Mix,Prediction is not clearly separated enough for normal use.
trSnVJl6Q_k,0,saute chopped onion and garlic with oil,Cut,Margin below manual review threshold.
trSnVJl6Q_k,1,put one jar of spaghetti sauce in the pan and let it simmer,Cook-Heat,Prediction is not clearly separated enough for normal use.
trSnVJl6Q_k,2,add the beef bread crumbs parmesan cheese parsley basil and garlic to the bowl,Plate,Prediction is not clearly separated enough for normal use.
trSnVJl6Q_k,3,add one onion moist italian bread black pepper and two eggs to the beef and mix together,Season,Moderate-low margin with connector and multiple action groups detected: Mix|Season
trSnVJl6Q_k,6,mix the meatballs and sauce in the spaghetti,Mix,Margin below manual review threshold.
cCAct_Q8QTw,5,refrigerate for half an hour,Idle,Prediction is not clearly separated enough for normal use.
DOpNRTefVjE,1,add oil cumin seeds and ginger garlic paste to a pan and stir,Mix,Margin below manual review threshold.
DOpNRTefVjE,7,add dry mango powder to the pan and stir,Cook-Heat,Moderate-low margin with connector and multiple action groups detected: Prep|Mix
2Rn2tM9Rgg8,1,boil and stir,Cook-Heat,Moderate-low margin with connector and multiple action groups detected: Mix|Cook-Heat
2Rn2tM9Rgg8,4,add diced tofu,Idle,Top1 score below manual review threshold.
2Rn2tM9Rgg8,6,add fresh noodles,Plate,Prediction is not clearly separated enough for normal use.
2Rn2tM9Rgg8,8,add eggs,Mix,Margin below manual review threshold.
2Rn2tM9Rgg8,9,add the sauce,Idle,Prediction is not clearly separated enough for normal use.
Rc9kXItj6ic,1,add the tomato sauce add coconut milk and mix it and simmer,Mix,Moderate-low margin with connector and multiple action groups detected: Mix|Cook-Heat
jxMQRNpUsXc,1,chop garlic and bacon and cook in a pot,Cook-Heat,Moderate-low margin with connector and multiple action groups detected: Cut|Cook-Heat
jxMQRNpUsXc,4,take the spaghetti out and garnish with basil,Plate,Prediction is not clearly separated enough for normal use.
KmqfNQG1BXk,2,take out the pork and take out the fat after freezing it,Cut,Margin below manual review threshold.
KmqfNQG1BXk,5,put the eggs in the marinated pork liquid,Idle,Margin below manual review threshold.
KmqfNQG1BXk,6,mix flour baking soda and salt together,Mix,Moderate-low margin with connector and multiple action groups detected: Mix|Bake|Season
KmqfNQG1BXk,8,boil the noodles in water,Cook-Heat,Margin below manual review threshold.
zmEyQT7ifS8,7,add worcestershire sauce some grated parmesan cheese water and whisk thoroughly,Mix,Margin below manual review threshold.
zW4yoTwjtJs,7,cover it with a plastic wrap and marinate in the fridge,Idle,Prediction is not clearly separated enough for normal use.
zW4yoTwjtJs,8,grill the ribs,Cook-Heat,Prediction is not clearly separated enough for normal use.
Ij-B7-rcK0Q,5,place the kale into a pot of water season with salt and boil,Season,Low margin and multiple action groups detected: Cook-Heat|Season
Ij-B7-rcK0Q,6,finely slice a spring onion and add it to a pot of thick cream,Cut,Prediction is not clearly separated enough for normal use.
Ij-B7-rcK0Q,8,add the mashed potatoes butter cream and kale to a pot and mix,Mix,Margin below manual review threshold.
QS0I7mLQIgc,1,add finely chopped garlic give a stir and cook for a minute,Season,Low margin and multiple action groups detected: Mix|Cook-Heat
QS0I7mLQIgc,5,add little sugar and wait till the soup comes up to a simmer,Mix,Moderate-low margin with connector and multiple action groups detected: Cook-Heat|Idle
QS0I7mLQIgc,8,any fat rising to the top while simmering can be skimmed off and continue to simmer for about 35-45 minutes,Idle,Prediction is not clearly separated enough for normal use.
QS0I7mLQIgc,9,when all veggies are cooked soft reduce heat to low and add salt and sugar per the taste and stir,Cook-Heat,Low margin and multiple action groups detected: Mix|Cook-Heat|Season
QS0I7mLQIgc,12,adjust for salt sweet and heat keep stir and serve hot garnishing with cream and chopped basil on top,Season,Moderate-low margin with connector and multiple action groups detected: Mix|Cook-Heat|Season|Plate
9BNRMHGepS4,2,chop the bread and add salt and pepper to the salted vegetables,Season,Low margin and multiple action groups detected: Cut|Season
9BNRMHGepS4,5,add some barbecue sauce and place the meat in the loaf pan,Bake,Margin below manual review threshold.
9BNRMHGepS4,6,pour some barbecue sauce on the meat loaf and bake the meatloaf,Bake,Prediction is not clearly separated enough for normal use.
dmJB7NHZ2cI,1,add flour chili powder baking soda garlic powder salt and breadcrumbs to a bowl,Season,Low margin and multiple action groups detected: Bake|Season
dmJB7NHZ2cI,4,dip the onion rings into the batter and the breadcrumbs,Cut,Margin below manual review threshold.
obixe3__Sjk,2,add tomato puree to the pan and stir,Mix,Margin below manual review threshold.
obixe3__Sjk,8,pour the filling into a tray,Cut,Margin below manual review threshold.
VcIF3HOI9wI,7,place the bacon pieces on one toast,Cook-Heat,Margin below manual review threshold.
VcIF3HOI9wI,8,layer bacon lettuce tomato and toast,Cook-Heat,Margin below manual review threshold.
W2xZWTltJ10,0,add desi ghee cinnamon stick bay leaves cardamom star anise and cumin seeds to the pan,Season,Margin below manual review threshold.
W2xZWTltJ10,11,add mango powder stir to mix and serve it topped with onion and lemon rings,Season,Moderate-low margin with connector and multiple action groups detected: Mix|Plate
dqksjDlrqq8,4,once the pork is browned add 1 finely chopped red bell pepper in one corner of the pan and fry,Cook-Heat,Moderate-low margin with connector and multiple action groups detected: Cook-Heat|Season
dqksjDlrqq8,5,finely chop 1 bowl full of parsley,Cut,Margin below manual review threshold.
SqLOMJ2D_SM,0,put the kombu in boiling water for 30 min,Idle,Prediction is not clearly separated enough for normal use.
SqLOMJ2D_SM,1,shave the bonito and put the flakes in the water,Prep,Margin below manual review threshold.
0VBNakxmATU,0,mix mayonannaise milk pepper sauce salt pepper and vinegar,Season,Moderate-low margin with connector and multiple action groups detected: Mix|Season
0VBNakxmATU,3,add the cheese and tomatoes to the pasta,Plate,Margin below manual review threshold.
SsafTopywFo,0,chop 2 cloves of garlic 1 onion and combine the ingredients in a pot,Cut,Moderate-low margin with connector and multiple action groups detected: Cut|Mix
SsafTopywFo,1,add some oil to the pot and saute the onions and garlic,Cook-Heat,Margin below manual review threshold.
SsafTopywFo,2,peel some potatoes and chop them,Prep,Moderate-low margin with connector and multiple action groups detected: Prep|Cut
SsafTopywFo,6,stir the mixture in the pot and let it boil,Mix,Moderate-low margin with connector and multiple action groups detected: Mix|Cook-Heat
iqcnbNqVc7U,1,shred the potatoes  mash it and add some salt and parsley,Season,Low margin and multiple action groups detected: Cut|Season
iqcnbNqVc7U,3,cut the mixture into pieces,Cut,Prediction is not clearly separated enough for normal use.
arQZ2m0hMSU,6,add spice to the pan,Season,Margin below manual review threshold.
5olHoTWB1Hw,0,boil some water with salt and olive oil,Season,Moderate-low margin with connector and multiple action groups detected: Cook-Heat|Season
7hfaWQgcDyo,3,place second piece of bread on top and put in pan,Cook-Heat,Margin below manual review threshold.
P7bsYTDILps,0,pour room temperature milk on the cubed bread pieces toss them and let it set and absorb for few minutes,Mix,Prediction is not clearly separated enough for normal use.
P7bsYTDILps,3,crack an egg and whisk,Mix,Moderate-low margin with connector and multiple action groups detected: Prep|Mix
P7bsYTDILps,4,pour the sauce on the meat and add soaked bread crumbs mixture,Season,Margin below manual review threshold.
P7bsYTDILps,9,mix tomato ketch up and barbeque sauce,Mix,Margin below manual review threshold.
P7bsYTDILps,12,once it is baked let it rest for 10 minutes to set and then slice it,Bake,Low margin and multiple action groups detected: Cut|Idle
RnSl1LVrItI,1,pound the shallots cut the chilli pepper cut the lemon grass into slices and cut some galongo,Cut,Moderate-low margin with connector and multiple action groups detected: Cut|Season
RnSl1LVrItI,7,transfer the chicken soup into a bowl sprinkle cilantro and add some lime juice,Mix,Margin below manual review threshold.
p2wKeNmzIJ0,5,keep it in room temperature for 1 month,Idle,Prediction is not clearly separated enough for normal use.
WWoxlXWGYTA,2,pour oil in the pot and add onions tomatoes ginger and garlic,Cook-Heat,Margin below manual review threshold.
WWoxlXWGYTA,7,add water to the pot,Prep,Margin below manual review threshold.
XAHNVoKV1Bc,1,put 28 ounces of tomato into the processor and puree,Cut,Margin below manual review threshold.
XAHNVoKV1Bc,4,add an egg parsley parmesan italian spice garlic salt and pepper to the bread crumbs and mix,Season,Moderate-low margin with connector and multiple action groups detected: Mix|Season
XAHNVoKV1Bc,5,add 3/4 pound of ground beef and mix well to incorporate all the ingredients,Mix,Prediction is not clearly separated enough for normal use.
XAHNVoKV1Bc,6,make 8 meat balls out of the mixture prepared,Mix,Margin below manual review threshold.
XAHNVoKV1Bc,8,add 3 ounces of spaghetti into boiling water,Cook-Heat,Margin below manual review threshold.
dC9gJsXAXGU,1,flip the sheet over and put on avocado and crab salad on it,Mix,Margin below manual review threshold.
R-EnNr_oH8A,1,add grated fresh pear to the marinade mix well and keep aside,Idle,Moderate-low margin with connector and multiple action groups detected: Mix|Idle
R-EnNr_oH8A,5,transfer the marinated beef meat into a container and refridgerate it,Plate,Prediction is not clearly separated enough for normal use.
R-EnNr_oH8A,7,put some grape seed oil into a pan add chopped onions and fry till translucent,Cook-Heat,Margin below manual review threshold.
R-EnNr_oH8A,10,put the cooked meat on a plate and garnish with fried onions chopped spring onions and sesame seeds,Plate,Prediction is not clearly separated enough for normal use.
k89aq4jtiNM,4,add fish sauce and oyster sauce,Plate,Margin below manual review threshold.
k89aq4jtiNM,5,add some garlic chives sprouts and pickled daikon,Season,Margin below manual review threshold.
k89aq4jtiNM,6,saute the noodles,Prep,Margin below manual review threshold.
yBsMxYO8fZo,4,peel and grate the ginger,Season,Moderate-low margin with connector and multiple action groups detected: Prep|Cut
yBsMxYO8fZo,5,finely chop the coriander,Cut,Margin below manual review threshold.
yBsMxYO8fZo,6,mix soy sauce sesame oil honey and cilantro,Mix,Margin below manual review threshold.
yBsMxYO8fZo,7,cut the carrot pepper spring onion and chicken,Cut,Moderate-low margin with connector and multiple action groups detected: Cut|Season
yBsMxYO8fZo,8,crack and whisk an egg,Mix,Moderate-low margin with connector and multiple action groups detected: Prep|Mix
yBsMxYO8fZo,10,place the filling on one end of the pastry,Idle,Margin below manual review threshold.
HeG0xZ-U_4w,1,add oil chopped onion bell pepper mushrooms and garlic to a pan,Cook-Heat,Margin below manual review threshold.
HeG0xZ-U_4w,3,add oregano basil thyme rosemary salt and pepper to the pan and stir,Season,Moderate-low margin with connector and multiple action groups detected: Mix|Season
HeG0xZ-U_4w,5,top the pasta with mozzarella cheese and pepperoni,Plate,Prediction is not clearly separated enough for normal use.
1dIa_dJUxro,0,add the corn flour baking powder salt paprika pepper turmeric and soy milk to a bowl,Mix,Moderate-low margin with connector and multiple action groups detected: Bake|Season
UvuV9z3HkDo,1,remove the skin and cut the korean radish and napa cabbage into squares,Cut,Moderate-low margin with connector and multiple action groups detected: Prep|Cut
UvuV9z3HkDo,2,put the cabbage and radish in a large bowl sprinkle salt and toss,Prep,Moderate-low margin with connector and multiple action groups detected: Mix|Season
UvuV9z3HkDo,5,chop pear green onions carrot and red hot pepper,Cut,Moderate-low margin with connector and multiple action groups detected: Cut|Season
L5IxNIODQkc,2,put the salmon on top of the bread,Plate,Margin below manual review threshold.
DzRIphFQ2Jc,2,chop and boil some tofu and dry shiitake in water,Cook-Heat,Moderate-low margin with connector and multiple action groups detected: Prep|Cut|Cook-Heat
APKue3kxJmg,2,cover the dough,Idle,Margin below manual review threshold.
9K3HfJqsY-M,0,chop green onions and some soft tofu,Cut,Margin below manual review threshold.
ny7G1uw36J0,4,pour the sauce on top,Idle,Margin below manual review threshold.
ny7G1uw36J0,5,place a piece of lettuce on top,Mix,Margin below manual review threshold.
qmoqJRP5N6E,0,cook ramen noodles in water for 3 minutes and drain the noodles,Prep,Moderate-low margin with connector and multiple action groups detected: Prep|Cook-Heat
qmoqJRP5N6E,3,pour noodles into pan wrap cover press it using another pan remove it and keep in fridge for 15 minutes,Prep,Margin below manual review threshold.
